編號,公布日期,證券代號,證券名稱,處置起訖時間,處置原因,處置內容,收盤價,本益比
"1194","110/02/01","3219","倚強股份","110/02/02~110/02/24","因連續3個營業日達本中心作業要點第四條第一項第一款","因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年02月02日起10個營業日(110年02月02日至110年02月24日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每10分鐘撮合一次)，另依本中心業務規則第12條規定：各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","75.70","99.61"
"1195","110/02/01","3552","同致","110/02/02~110/02/24","連續5個營業日","最近30個營業日內曾發布處置，又因連續5個營業日經本中心公布注意交易資訊，爰自110年02月02日起10個營業日(110年02月02日至110年02月24日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","300.50","139.77"
"1196","110/01/27","8024","佑華","110/01/28~110/02/19","因連續3個營業日達本中心作業要點第四條第一項第一款","因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年01月28日起10個營業日(110年01月28日至110年02月19日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","24.55","N/A"
"1197","110/01/26","3228","金麗科","110/01/27~110/02/18","連續5個營業日","最近30個營業日內曾發布處置，又因連續5個營業日經本中心公布注意交易資訊，爰自110年01月27日起10個營業日(110年01月27日至110年02月18日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","236.00","11,800.00"
"1198","110/01/20","3685","元創精密","110/01/21~110/02/03","因連續3個營業日達本中心作業要點第四條第一項第一款","最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年01月21日起10個營業日(110年01月21日至110年02月03日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","30.85","N/A"
"1199","110/01/18","37072","漢磊二","110/01/19~110/02/01","因連續3個營業日達本中心作業要點第四條第一項第一款","因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年01月19日起10個營業日(110年01月19日至110年02月01日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","254.00","N/A"
"1200","110/01/15","3685","元創精密","110/01/18~110/01/29","因連續3個營業日達本中心作業要點第四條第一項第一款","因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年01月18日起10個營業日(110年01月18日至110年01月29日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","30.85","N/A"
"1201","110/01/15","4760","勤凱","110/01/18~110/01/29","因連續3個營業日達本中心作業要點第四條第一項第一款","勤凱科技股份有限公司股票(代號：4760)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年01月18日起10個營業日(110年01月18日至110年01月29日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對勤凱科技股份有限公司股票(代號：4760)及勤凱科技股份有限公司國內第一次有擔保轉換公司債(代號：47601)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","129.50","37.98"
"1202","110/01/15","47601","勤凱一","110/01/18~110/01/29","轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置","勤凱科技股份有限公司股票(代號：4760)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年01月18日起10個營業日(110年01月18日至110年01月29日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對勤凱科技股份有限公司股票(代號：4760)及勤凱科技股份有限公司國內第一次有擔保轉換公司債(代號：47601)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。","175.00","N/A"
"1203","110/01/15","6228","全譜","110/01/18~110/01/29","因連續3個營業日達本中心作業要點第四條第一項第一款","因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年01月18日起10個營業日(110年01月18日至110年01月29日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","11.25","N/A"
"1204","110/01/14","5468","凱鈺","110/01/15~110/01/28","因連續3個營業日達本中心作業要點第四條第一項第一款","最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自110年01月15日起10個營業日(110年01月15日至110年01月28日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。","12.65","N/A"
